Company,Company_ID,Year,Total equity,Total assets,Receivables,BookLev(Debt_ratio),Mkt(Debt_ratio),Profitability ratio,Size (ln_total assets),Tangible_ratio (Fixed Asset ratio),Effective tax rate,Liquidity ratio,Asset_turn over,Change in Receivables,Current Asset,PPE,Total liabilities,Current Liabilities,Cashflow from operations,operating expenses,Revenue,Change in Revenue,Gross Profit,Operating Profit,Profit before tax,Net income,Auditor,Audit fee,Audit days,TAC,Rule of law,Financial sector rating,Institutional quality,Macroeconomic Mgt.,Accountability and corruption,Profit Tax
Despite Media Group,14,2009,4633700000.0,6060700000,1452200000,0.23545135050406718,0.23545135050406718,0.25794050192222023,22.525091141907843,0.20357384460540862,0.30802522567082974,2.5348275104372666,0.7400302815697575,-144800000.0,3460800000,1233800000,1427000000.0,1365300000,1519400000.0,1112500000,8189800000,7364650000.0,6138900000,1563300000,1617400000,1119200000,PWC,70000.0,84.0,-400200000,3.5,4.0,3.5,3.5,4.0,17.6
Despite Media Group,14,2010,5276200000.0,7418500000,1789900000,0.30081552874570333,0.2972375396254562,0.28400620071443017,22.72724271735512,0.175089303767608,0.28333178049007735,2.224151612752649,0.7725592293673522,337700000.0,4764800000,1298900000,2231600000.0,2142300000,2449200000.0,1215400000,9602500000,1412700000.0,7546000000,2106900000,2146600000,1538400000,PWC,97000.0,83.0,-910800000,3.5,4.0,3.5,3.5,4.0,17.6
Despite Media Group,14,2011,5805000000.0,7842900000,1758300000,0.2598401101633324,0.2598401101633324,0.32619311734179957,22.782874500872527,0.15895905851151998,0.28591253602818206,2.6482391893247716,0.6974070319585979,-31600000.0,5279000000,1246700000,2037900000.0,1993400000,1713900000.0,1192900000,11245800000,1643300000.0,8384800000,2558300000,2810300000,2006800000,PWC,106000.0,73.0,292900000,3.5,4.0,3.5,3.5,4.0,17.6
Despite Media Group,14,2012,6674000000.0,9302200000,1955300000,0.28253531422674205,0.28253531422674205,0.32902969190084064,22.953516768269704,0.15678011653157317,0.28371283456029217,2.5204164256795836,0.7534097903910325,197000000.0,6536700000,1458400000,2628200000.0,2593500000,3276600000.0,6626300000,12346800000,1101000000.0,9687000000,3060700000,3504600000,2510300000,PWC,113000.0,78.0,-766300000,3.5,4.0,3.5,4.0,4.0,18.0
Despite Media Group,14,2013,7259300000.0,9743500000,2103700000,0.25495971673423307,0.25495971673423307,0.3339559706470981,22.999866232968465,0.1459845024888387,0.29380279334281173,2.7694227517913212,0.7285567943052409,148400000.0,6879800000,1422400000,2484200000.0,2484200000,2244900000.0,7420400000,13373700000,1026900000.0,10674300000,3253900000,3587100000,2533200000,PWC,111000.0,78.0,288300000,3.5,3.5,3.5,3.5,4.0,18.0
Despite Media Group,14,2014,7498400000.0,10038000000,2457100000,0.2529986052998605,0.2529986052998605,0.31231320980274957,23.029643728179153,0.1866507272365013,0.32105408388520973,2.481847535044889,0.7518256375688125,353400000.0,6302900000,1873600000,2539600000.0,2539600000,2522300000.0,7659600000,13351500000,-22200000.0,10812600000,3135000000,3624000000,2460500000,PWC,116000.0,79.0,-61800000,4.0,3.5,3.5,3.0,4.0,18.0
Despite Media Group,14,2015,7831200000.0,10751600000,2566600000,0.27162468841846793,0.27162468841846793,0.22157632352394063,23.098320417654225,0.26072398526730906,0.21272978429497397,2.3267931579703895,0.871315693504599,109500000.0,6475000000,2803200000,2920400000.0,2782800000,2925500000.0,7505700000,12339500000,-1012000000.0,9888000000,2382300000,2823300000,2222700000,PWC,121000.0,78.0,-702800000,3.5,3.0,3.5,2.0,3.5,18.0
Despite Media Group,14,2016,7451800000.0,10390100000,2184200000,0.2827980481419813,0.2827980481419813,0.19556115918037362,23.064119266650305,0.24698511082665228,0.31345528455284555,2.171697920566314,0.9174643260808137,-382400000.0,6381100000,2566200000,2938300000.0,2938300000,2738700000.0,7292900000,11324800000,-1014700000.0,9324800000,2031900000,2460000000,1688900000,PWC,127000.0,91.0,-1049800000,4.0,3.0,3.5,3.0,3.5,18.0
Despite Media Group,14,2017,6625800000.0,9222500000,1858300000,0.2812361073461643,0.28132762080373125,0.16717809704526973,22.944911987435106,0.26121984277582,0.3293768545994065,2.004626595211474,0.868008169488654,-325900000.0,5199400000,2409100000,2593700000.0,2593700000,1929900000.0,4942500000,10624900000,-699900000.0,6664500000,1541800000,1954600000,1310800000,PWC,125000.0,109.0,-619100000,4.0,3.0,3.5,3.0,3.0,18.0
Despite Media Group,14,2018,6264700000.0,8904500000,2752800000,0.2964568476612949,0.2964568476612949,0.14743107417597845,22.909822603880336,0.23035543826155314,0.3160954712362301,2.0283991810116024,0.9217336397325218,894500000.0,5349700000,2051200000,2639800000.0,2637400000,548600000.0,4680100000,9660600000,-964300000.0,6199700000,1312800000,1634000000,1117500000,PWC,128000.0,108.0,568900000,4.0,3.0,3.5,3.5,3.5,18.5
West AFRICA  CEMENT LTD,15,2008,9073345000.0,9073345000,538386000,1.0,0.5,0.0016978302930176247,22.928606831320046,0.6949003923029489,0.25036981990224744,2.2626602911486557,1.259403351720506,538386000.0,2661737000,6305071000,9073345000.0,1176375000,988609000.0,1411461000,7204479000,7204479000.0,2371317000,15405000,715889000,536652000,Deloitte & Touche,26960.0,80.0,-451957000,4.0,3.0,3.5,3.5,3.5,17.7
West AFRICA  CEMENT LTD,15,2009,4821005000.0,12035963000,388534000,1.0,0.7140052113760909,0.12157971904699275,23.211164921598485,0.6099673121294906,0.02530932497483629,2.070260223539929,1.4856687943296554,-149852000.0,3131045000,7341544000,12035963000.0,1512392000,1511962000.0,1452078000,8101377000,896898000.0,2538095000,1463329000,1881678000,1834054000,Ernst & Young,27500.0,91.0,322092000,4.0,3.0,3.5,3.5,3.5,10.0
West AFRICA  CEMENT LTD,15,2010,4439441000.0,12037565000,381883000,1.0,0.730567495089824,0.16279189354325396,23.211298013848392,0.6280961307374041,0.13636430763414467,1.5853211009174313,1.2794063926503854,-6651000.0,2911680000,7560748000,12037565000.0,1836650000,951779000.0,1950297000,9408711000,1307334000.0,2032787000,1959618000,-338571000,-292402000,Ernst & Young,33000.0,97.0,-1244181000,2.5,3.5,3.0,4.0,3.0,
West AFRICA  CEMENT LTD,15,2011,5727774000.0,13530871000,964503000,0.5785254326938746,0.577464639115261,0.04830731148053957,23.328239652519034,0.5659593532448872,1.0144214213121225,1.5103807818285966,1.3301892227200962,582620000.0,3172070000,7657923000,7827953000.0,2100179000,562679000.0,1890083000,10172140000,763429000.0,2368677000,653640000,-119059000,1717000,Ernst & Young,45380.0,119.0,-560962000,2.5,3.5,3.0,4.0,3.0,
West AFRICA  CEMENT LTD,15,2012,6976194000.0,14091006000,547859000,0.655877089258212,0.5698529833405289,-0.037633012149735794,23.368802558462992,0.5296660862964646,0.03666208062103453,1.1296467204764655,1.635673049398907,-416644000.0,2570423000,7463528000,9241968000.0,2275422000,-244766000.0,1884248000,8614806000,-1557334000.0,1223803000,-530287000,-849679000,-818528000,Ernst & Young,55870.0,123.0,-573762000,2.5,3.5,3.0,4.0,3.0,
West AFRICA  CEMENT LTD,15,2013,7134303000.0,16133703000,641736000,1.0016525034581336,0.693736639377588,0.01949620617163958,23.504176274961523,0.4968096288868092,-0.2564195855989176,4.6048978368295765,1.8010383120073328,93877000.0,16160364000,8015379000,16160364000.0,3509386000,-558183000.0,2051439000,8958001000,343195000.0,2272706000,314546000,1387979000,1743884000,Deloitte & Touche,64560.0,123.0,2302067000,2.5,3.5,3.0,4.0,3.0,
West AFRICA  CEMENT LTD,15,2014,6781054000.0,15717257000,621054000,1.0046748615232288,0.6995783275821272,-0.0038116701915607795,23.478025117627983,0.483025441398585,-0.03476467641725814,4.782037634918217,1.7631597073272296,-20682000.0,15790733000,7591835000,15790733000.0,3302093000,-416331000.0,2706482000,8914256000,-43745000.0,2357293000,-59909000,-341381000,-353249000,Deloitte & Touche,67500.0,114.0,63082000,2.5,3.5,3.0,4.5,3.0,
West AFRICA  CEMENT LTD,15,2016,18185715000.0,28078822000,399452000,0.3523334062946088,0.3523334062946088,-0.05504037883070736,24.058281463657078,0.3013905284203162,-0.10891232886513387,0.4740316857928031,3.1824927897873057,,2351264000,8462691000,9893107000.0,4960141000,-1465278000.0,3188031000,8822902000,,1563794000,-1545469000,3773705000,4184708000,Deloitte & Touche,78320.0,125.0,5649986000,2.5,3.5,2.5,4.5,3.0,21.8
West AFRICA  CEMENT LTD,15,2017,17153710000.0,27625774000,326328000,0.379068619036701,0.379068619036701,-0.04625448684261299,24.042015014491376,0.30235210785406413,0.14424706569475582,0.35712727496110613,3.990002237227259,-73124000.0,2214953000,8352711000,10472064000.0,6202139000,-1886272000.0,2243344000,6923749000,-1899153000.0,760724000,-1277816000,-1674502000,-1432960000,Deloitte & Touche,78320.0,125.0,453312000,2.5,3.5,2.5,4.5,3.0,21.8
West AFRICA  CEMENT LTD,15,2018,24626319000.0,37953119000,549361000,0.3511384663800622,0.3511384663800622,-0.10233098365380722,24.35961752449915,0.206666176764023,-0.12587022962295008,0.2389279723606139,7.398085661427095,223033000.0,1908700000,7843626000,13326800000.0,7988600000,-1029081000.0,4194050000,5130127000,-1793622000.0,-87965000,-3883780000,6637185000,7472609000,Deloitte & Touche,78610.0,137.0,8501690000,2.5,3.5,2.5,3.5,3.0,21.4
SafariCom,16,2008,,56408239000,3027407000,0.4187142236438191,1.0,0.3254383282555586,24.755881066341836,0.7995239135190871,0.19423624124114255,0.769857126083478,1.1888561228423253,3027407000.0,10149744000,45099736000,23618932000.0,13183932000,21110448000.0,16950445000,47447490000,47447490000.0,35303028000,18357403000,17192739000,13853286000,PWC,184000.0,60.0,-7257162000,2.5,3.0,2.5,3.0,3.0,20.9
SafariCom,16,2009,51147080000.0,91332223000,9010114000,0.44382193566010103,0.4421271432866383,0.17710394501182786,25.237769497658167,0.7558680686004982,0.31150408974056304,0.489435151427837,1.2958677382715083,5982707000.0,17502526000,69035111000,40535244000.0,35760664000,22930515000.0,21532271000,70479587000,23032097000.0,37691280000,16175297000,15304027000,10536760000,PWC,186900.0,50.0,-12393755000,2.5,2.5,2.5,3.0,3.0,21.0
SafariCom,16,2010,62763117000.0,104376043000,9394723000,0.39868273220512873,0.39868273220512873,0.2166264915791069,25.371266012881875,0.6984216291855402,0.27751817527532985,0.11669771500731688,1.2431538992950235,384609000.0,2887029000,72898486000,41612926000.0,24739379000,,24811033000,83960677000,13481090000.0,47406307000,22610616000,20966670000,15148038000,PWC,208500.0,55.0,15148038000,2.5,2.5,2.5,3.0,3.0,21.0
SafariCom,16,2011,67454091000.0,125944017000,8614079000,0.26900358434652755,0.3343356114582581,0.15395847664601647,25.559103335639357,0.6580381583350641,0.5566967761322548,0.6286442313325772,1.3280719116719677,-780644000.0,20837483000,82875969000,33879392000.0,33146702000,31001872000.0,29693910000,94832227000,10871550000.0,49037691000,19390149000,29683910000,13158973000,PWC,262200.0,48.0,-17842899000,2.5,2.5,2.5,3.0,3.0,21.0
SafariCom,16,2012,72081698000.0,121899677000,8190298000,0.40868015589573714,0.40868015589573714,0.16531099586096523,25.526464223717248,0.7519233869668088,0.27299693714233075,0.5634371369553832,1.139296923332189,-423781000.0,21194195000,91659218000,49817979000.0,37615900000,33236074000.0,33192834000,106995529000,12163302000.0,52856310000,20151357000,17369400000,12627607000,PWC,315900.0,39.0,-20608467000,2.5,3.5,3.5,4.0,3.0,33.2
SafariCom,16,2013,80265128000.0,128856157000,8124808000,0.3770951278641656,0.3770951278641656,0.21031353589103235,25.5819625571484,0.7395564187126891,0.3108282664844572,0.6929573912775178,1.0367558114446838,-65490000.0,25356024000,95296398000,48591029000.0,36591029000,39130745000.0,50211699000,124287856000,17292327000.0,77311893000,27100194000,25450565000,17539810000,PWC,292910.0,43.0,-21590935000,2.5,4.0,3.5,4.5,3.0,33.2
SafariCom,16,2014,91235979000.0,134600946000,7746617000,0.322174310721412,0.322174310721412,0.26118736936663134,25.62558028236414,0.7259276023216062,0.3420633121648688,0.7401869612214146,0.9303839181518956,-378191000.0,28321468000,97710542000,43364967000.0,38262587000,51133189000.0,57679321000,144672477000,20384621000.0,92835388000,35156067000,34984430000,23017540000,PWC,348340.0,44.0,-28115649000,2.5,4.0,3.5,4.5,3.0,33.2
SafariCom,16,2015,104276531000.0,156957626000,10301643000,0.3351229012599872,0.33529593503623667,0.2906580658909813,25.779241707776503,0.6865350970586164,0.30939074263895777,0.624455739724826,0.9607839532892293,2555026000.0,32590553000,107756919000,52600095000.0,52190333000,61002564000.0,61610149000,163364121000,18691644000.0,107231149000,45621000000,46149545000,31871303000,PWC,391940.0,36.0,-29131261000,2.5,4.0,3.5,4.0,3.0,32.4
SafariCom,16,2016,116738947000.0,159182485000,20622992000,0.26663447300750454,0.26663447300750454,0.3462926653017133,25.793317085459957,0.71251179424671,0.3166682522601881,0.7054181251336776,0.8134619556150035,10321349000.0,29940441000,113419398000,42443538000.0,42443538000,64612608000.0,78483317000,195685224000,32321103000.0,133607944000,55123727000,55762505000,38104290000,PWC,480230.0,40.0,-26508318000,3.0,4.0,3.5,4.5,3.0,27.4
SafariCom,16,2017,107489243000.0,161686996000,17833539000,0.6706146733037207,0.5021777364896447,0.4352569454627013,25.80892817976372,0.11029668087840534,0.31413594501183617,0.46422262192308966,0.7595032466184567,-2789453000.0,25159823000,17833539000,108429672000.0,54197753000,79365000000.0,78238000000,212885194000,17199970000.0,148612000000,70375388000,70632073000,48444000000,PWC,480000.0,39.0,-30921000000,3.0,4.0,3.5,4.5,3.0,30.1
SafariCom,16,2018,123064000000.0,166233000000,14999000000,0.0,0.0,0.46700113695836565,25.836656255614812,0.0007321590779207498,0.2933680968265532,0.6057587620746369,0.7112576320935148,-2834539000.0,26150000000,121709000,,43169000000,91289000000.0,84406000000,233717000000,20831806000.0,163672000000,77631000000,78243000000,55289000000,PWC,496000.0,38.0,-36000000000,3.0,4.0,3.5,4.5,3.0,29.8
Sameer Africa,17,2008,2135566000.0,3076148000,857772000,0.30576617249885246,0.30576617249885246,0.09940711565243285,21.846944001866678,0.20095099455552853,0.08865286789671463,2.5453233405660214,1.0163214830971998,857772000.0,2066940000,618155000,940582000.0,812054000,50706000.0,681777000,3026747000,3026747000.0,743965000,305791000,165522000,150848000,PWC,45000.0,52.0,100142000,3.0,4.0,3.5,4.5,3.0,29.8
Sameer Africa,17,2009,2282567000.0,3005374000,717613000,0.24050484232578043,0.24050484232578043,0.08829916010453275,21.823667856423782,0.1852880872729983,0.2865431853484088,3.4255063448906586,0.9167986021247557,-140159000.0,2075045000,556860000,722807000.0,605763000,337658000.0,694788000,3278118000,251371000.0,863736000,265372000,221464000,158005000,KPMG,45000.0,76.0,-179653000,3.0,3.5,3.5,4.5,3.0,30.1
Sameer Africa,17,2010,2168142000.0,3086993000,1098725000,0.2976524404169365,0.2976524404169365,0.03865736009119554,21.850463314890167,0.18242833722007143,0.07721989099503207,2.7127800530749164,0.922896832337039,381112000.0,2160005000,563155000,918851000.0,796233000,78659000.0,654786000,3344895000,66777000.0,661907000,119335000,62199000,57396000,KPMG,43050.0,81.0,-21263000,3.0,3.5,3.5,4.5,3.0,30.1
Sameer Africa,17,2011,2249788000.0,3125040000,1022507000,0.28007705501369584,0.28007705501369584,0.08709360520185341,21.862712920052857,0.15010015871796842,0.3469140293440039,3.0199600321970226,0.8502987299284452,-76218000.0,2277373000,469069000,875252000.0,754107000,-78239000.0,638671000,3675226000,330331000.0,801446000,272171000,148446000,96948000,KPMG,45200.0,99.0,175187000,3.0,3.5,3.5,4.5,3.0,30.1
Sameer Africa,17,2012,2326723000.0,3399651000,1255890000,0.3155994541792672,0.3155994541792672,0.094578237589682,21.946938616241134,0.12488281885405296,0.36921485736090054,2.8331547550714102,0.8325069037824426,233383000.0,2665330000,424558000,1072928000.0,940764000,229834000.0,776359000,4083631000,408405000.0,1074585000,321533000,298761000,188454000,KPMG,73280.0,80.0,-41380000,3.0,3.0,3.5,4.5,3.0,30.1
Sameer Africa,17,2013,2679613000.0,3668531000,996377000,0.26955585219260786,0.2695590852577643,0.12558132942041378,22.023057146402913,0.11883966634055974,0.12120362480586873,3.373969142716431,0.9103413757515495,-259513000.0,2822531000,435967000,988874000.0,836561000,83120000.0,916973000,4029841000,-53790000.0,1078122000,460699000,456521000,401189000,KPMG,57300.0,85.0,318069000,3.5,4.0,3.5,3.5,4.0,17.6
Sameer Africa,17,2014,2536444000.0,3857392000,941504000,0.3424458805327537,0.3424458805327537,-0.006642830181635675,22.073257144402007,0.13731013078266352,0.03639661949119599,2.523834463244566,1.0212451411727268,-54873000.0,2872111000,529659000,1320948000.0,1137995000,148173000.0,1007069000,3777146000,-252695000.0,936511000,-25624000,-69457000,-66929000,KPMG,59000.0,84.0,-215102000,3.5,4.0,3.5,3.5,4.0,17.6
Sameer Africa,17,2015,2492447000.0,3751225000,691970000,0.3355645155915734,0.3355645155915734,0.01479889902631807,22.045348290251457,0.12876300408533212,3.7512743891720866,2.20501831837698,1.1151164574301362,-249534000.0,2765545000,483019000,1258778000.0,1254205000,337966000.0,916123000,3363976000,-413170000.0,961514000,55514000,5689000,-15652000,KPMG,62900.0,85.0,-353618000,3.5,4.0,3.5,3.5,4.0,17.6
Sameer Africa,17,2016,1835194000.0,3290867000,716462000,0.44233723210327247,0.44233723210327247,-0.2494807599334765,21.914416892842723,0.008796162227157768,0.24617307127647522,1.5804945441697285,1.1417780676767642,24492000.0,2290282000,28947000,1455673000.0,1449092000,-893474000.0,1427027000,2882230000,-481746000.0,584340000,-821008000,-865054000,-652101000,KPMG,77590.0,86.0,241373000,3.5,4.0,3.5,4.0,4.0,18.0
Sameer Africa,17,2017,1837854000.0,2969868000,800475000,0.3811664356799696,0.3811664356799696,0.032016911189318854,21.81178334432889,0.18591365003427762,0.52035782653512,1.5485105583787815,1.130527698208015,84013000.0,1698490000,552139000,1132014000.0,1096854000,560671000.0,780685000,2626975000,-255255000.0,780741000,95086000,27164000,13029000,KPMG,61400.0,87.0,-547642000,3.5,3.5,3.5,3.5,4.0,18.0
Sameer Africa,17,2018,1129578000.0,2587824000,590750000,0.5635027729861073,0.5635027729861073,-0.1596001119086924,21.67408320509016,0.1377172481590711,-0.10709998033941696,0.9037777779322492,1.251409139970057,-209725000.0,1300172000,356388000,1458246000.0,1438597000,325058000.0,785919000,2067928000,-559047000.0,342056000,-413017000,-478114000,-529320000,KPMG,69840.0,119.0,-854378000,4.0,3.5,3.5,3.0,4.0,18.0
SALTPOND Packaging,18,2008,1805271000.0,3070655000,131855000,0.4120892773691607,0.4120892773691607,0.4321185545103569,21.845156730837424,0.4115082938330747,0.3085448110637505,1.8140963026509136,2.109582123902925,131855000.0,640737000,1263600000,1265384000.0,353199000,365991000.0,407706000,1455575000,1455575000.0,1708707000,1326887000,1266406000,875663000,Ernst & Young,24600.0,76.0,509672000,3.5,3.0,3.5,2.0,3.5,18.0
SALTPOND Packaging,18,2009,2152848000.0,3223522000,108261000,0.332144157849706,0.332144157849706,-0.028213240052340265,21.893740387571448,0.4753282279444657,-0.429326544592011,2.338578140631699,5.39606350354211,-23594000.0,523617000,1532231000,1070674000.0,223904000,544688000.0,250179000,597384000,-858191000.0,88114000,-90946000,97809000,139801000,Ernst & Young,8700.0,69.0,-404887000,4.0,3.0,3.5,3.0,3.5,18.0
SALTPOND Packaging,18,2010,2619695000.0,3834665000,116885000,0.31683862866769325,0.31683862866769325,0.13223814857360422,22.067347914625465,0.4095721529781611,0.19974833529749844,1.820373387721617,6.792391502657855,8624000.0,639053000,1570572000,1214970000.0,351056000,621453000.0,254220000,564553000,-32831000.0,661463000,507089000,689012000,551383000,Ernst & Young,10500.0,68.0,-70070000,4.0,3.0,3.5,3.0,3.0,18.0
SALTPOND Packaging,18,2011,3003066000.0,4090598000,121619000,0.2658613728359521,0.2658613728359521,0.18176535557881757,22.13195700658239,0.38229764939013805,0.271825820600845,1.3253049215175434,5.427665370320981,4734000.0,511243000,1563826000,1087532000.0,385755000,224765000.0,251886000,753657000,189104000.0,285255000,743529000,767852000,559130000,Ernst & Young,11550.0,70.0,334365000,4.0,3.0,3.5,3.5,3.5,18.5
SALTPOND Packaging,18,2012,2780348000.0,3705119000,183392000,0.2495927931059704,0.2495927931059704,-0.01548776166163624,22.0329812139371,0.4107989513967028,1.0280469316459033,1.3964915342991797,4.310102182784341,61773000.0,528033000,1522059000,924771000.0,378114000,65282000.0,288918000,859636000,105979000.0,261790000,-57384000,-30342000,851000,Ernst & Young,13400.0,79.0,-64431000,4.0,3.0,3.5,3.5,3.5,17.7
SALTPOND Packaging,18,2013,6382911000.0,9054366000,518334000,0.29504605844296555,0.29504605844296555,0.011080510772372135,22.92651290926508,0.2588129306900119,0.3498074792974313,1.771004131287701,18.90670854066741,334942000.0,1295045000,2343387000,2671455000.0,731249000,203695000.0,287102000,478897000,-380739000.0,108141000,100327000,113754000,73962000,KPMG,16080.0,71.0,-129733000,4.0,3.0,3.5,3.5,3.5,10.0
SALTPOND Packaging,18,2014,12120968000.0,14929577000,582494000,0.18812381623404334,0.18812381623404334,0.03129124154019903,23.426610115879132,0.5601204240414849,0.30841406477639516,2.3279541545134994,20.63715318094859,64160000.0,1245083000,8362361000,2808609000.0,534840000,144813000.0,388806000,723432000,244535000.0,246172000,467165000,442723000,306181000,KPMG,37820.0,79.0,161368000,2.5,3.5,3.0,4.0,3.0,
SALTPOND Packaging,18,2015,7818301000.0,8683167000,205944000,0.09960259891350702,0.09960259891350702,0.11107974774641556,22.88465216082396,0.6913622644825327,-0.059650392312710854,3.6578281976940192,3.1165736940827515,-376550000.0,650991000,6003214000,864866000.0,177972000,317023000.0,749862000,2786126000,2062694000.0,733305000,964524000,1039222000,1101212000,KPMG,41520.0,77.0,784189000,2.5,3.5,3.0,4.0,3.0,
SALTPOND Packaging,18,2016,8324049000.0,9402145000,140863000,0.11466489827587216,0.11466489827587216,0.09758422147286604,22.964203691680012,0.6317331842893297,0.2536428810746524,6.801732920495406,2.633190118603753,-65081000.0,1361979000,5939647000,1078096000.0,200240000,797943000.0,802787000,3570629000,784503000.0,974175000,917501000,1020758000,761850000,KPMG,50100.0,111.0,-36093000,2.5,3.5,3.0,4.0,3.0,
SALTPOND Packaging,18,2017,7064333000.0,7742374000,541917000,0.06737235891730366,0.06876154683227095,0.032140787825542916,22.769974195865846,0.7691848779198731,0.1668751927241537,5.188730409310263,4.539509472880644,401054000.0,1502070000,5955317000,521622000.0,289487000,524718000.0,385007000,1705553000,-1865076000.0,227393000,248846000,282139000,235057000,KPMG,59790.0,106.0,-289661000,2.5,3.5,3.0,4.0,3.0,
SALTPOND Packaging,18,2018,7197797000.0,7719419000,253451000,0.08783575551476089,0.0860912832386852,0.054674192448939486,22.767004939083634,0.7583613481791829,0.06982985765417828,13.091969400706665,7.173594538736609,-288466000.0,1526576000,5854109000,678041000.0,116604000,147162000.0,397706000,1076088000,-629465000.0,179281000,422053000,448977000,417625000,KPMG,70780.0,80.0,270463000,2.5,3.5,3.0,4.5,3.0,
Standard Group,19,2008,998044000.0,2686213000,776632000,0.6284568647385743,0.6284568647385743,0.1916437750841054,21.71139823197783,0.536815583872165,0.3325341555224897,1.3643139155515627,0.9529430337086624,776632000.0,1154155000,1442001000,1688169000.0,845960000,436998000.0,1421810000,2818860000,2818860000.0,1859174000,514796000,428774000,286192000,Deloitte & Touche,27200.0,113.0,-150806000,2.5,3.5,2.5,4.5,3.0,21.8
Standard Group,19,2009,1261428000.0,3003966000,902920000,0.5800791353830237,0.5800791353830237,0.15910732678066264,21.823199252541905,0.5869310771160525,0.30042789640179235,1.2712587811968985,1.0853125276615117,126288000.0,1081798000,1763121000,1742538000.0,850966000,447236000.0,1406290000,2767835000,-51025000.0,1787813000,477953000,376493000,263384000,Deloitte & Touche,26880.0,82.0,-183852000,2.5,3.5,2.5,4.5,3.0,21.8
Standard Group,19,2010,1535778000.0,3306000000,997492000,0.5354573502722323,0.5354573502722323,0.16894736842105262,21.919004836345245,0.5330003024803388,-0.20546150962744025,1.3221241860357333,1.0645848119233499,94572000.0,1369287000,1762099000,1770222000.0,1035672000,496431000.0,1674484000,3105436000,337601000.0,2130674000,558540000,232097000,279784000,Deloitte & Touche,28030.0,90.0,-216647000,2.5,3.5,2.5,3.5,3.0,21.4
Standard Group,19,2011,1654066000.0,3512257000,950686000,0.5290589498433629,0.5290589498433629,0.09952318409501355,21.979524687718463,0.5851445381132417,0.6752011462581285,1.0779928992339176,1.1062550808574865,-46806000.0,1287683000,2055178000,1858191000.0,1194519000,322482000.0,1635229000,3174907000,69471000.0,1899205000,349551000,453650000,147345000,Deloitte & Touche,28460.0,93.0,-175137000,2.5,3.0,2.5,3.0,3.0,20.9
Standard Group,19,2012,1838902000.0,3501548000,923653000,0.4748317030067844,0.4748317030067844,0.1208865336131334,21.97647099337657,0.5865602870501847,0.30922431075805307,1.115820731686605,0.9678623788495601,-27033000.0,1248272000,2053869000,1662646000.0,1118703000,431313000.0,1932661000,3617816000,442909000.0,2243680000,423290000,265364000,183307000,KPMG,35000.0,112.0,-248006000,2.5,2.5,2.5,3.0,3.0,21.0
Standard Group,19,2013,2028395000.0,4136762000,1304715000,0.509666014143429,0.509666014143429,0.10148227043276843,22.143179193159966,0.5273419162136956,0.36978515365172276,1.1561044166254588,0.8584616776597034,381062000.0,1643577000,2181488000,2108367000.0,1421651000,260300000.0,2820543000,4818808000,1200992000.0,3166767000,419808000,300680000,189493000,KPMG,38500.0,80.0,-70807000,2.5,2.5,2.5,3.0,3.0,21.0
Standard Group,19,2014,2208043000.0,4101749000,1250323000,0.461682565169151,0.461682565169151,0.10836816197188077,22.134679305060857,0.552679357025503,0.32374886148618603,1.2192076314392926,0.8576311997807073,-54392000.0,1491019000,2266952000,1893706000.0,1222941000,484048000.0,2984701000,4782649000,-36159000.0,3367608000,444499000,326083000,220514000,KPMG,42350.0,72.0,-263534000,2.5,2.5,2.5,3.0,3.0,21.0
Standard Group,19,2015,1877573000.0,4355614000,1502434000,0.5689303505774387,0.5689303505774387,-0.05330201436582764,22.19473142468393,0.46593293161423394,0.26831160103183166,0.9536722721283316,0.97041595455306,252111000.0,1704446000,2029424000,2478041000.0,1787245000,-112244000.0,3491396000,4488399000,-294250000.0,3285346000,-232163000,-395801000,-289603000,KPMG,46590.0,83.0,-177359000,2.5,3.5,3.5,4.0,3.0,33.2
Standard Group,19,2016,1660943000.0,3781801000,1366873000,0.5608063459711391,0.5608063459711391,0.13305671028168853,22.053466188135708,0.4092941431873332,0.2633045737081362,1.1365600921323151,0.7853674319521811,-135561000.0,1709300000,1547869000,2120858000.0,1503924000,489326000.0,3078935000,4815327000,326928000.0,3483211000,503194000,269475000,198521000,KPMG,50880.0,62.0,-290805000,2.5,4.0,3.5,4.5,3.0,33.2
Standard Group,19,2017,1327137000.0,3655005000,1037245000,0.6368987183328066,0.6368987183328066,-0.02767027678484708,22.019363298136273,0.41159916333903784,0.2528403251755934,0.7216616756234778,0.7847588657233255,-329628000.0,1404223000,1504397000,2327868000.0,1945819000,653225000.0,3558431000,4657488000,-157839000.0,3273186000,-101135000,-282186000,-210838000,KPMG,55710.0,69.0,-864063000,2.5,4.0,3.5,4.5,3.0,33.2
Standard Group,19,2018,1954316000.0,4676133000,1606119000,0.58206577956615,0.58206577956615,0.1208385219154374,22.26573732326551,0.38897075853060636,0.3422241802504878,0.9120366024158291,0.9669363093281059,568874000.0,1991597000,1818879000,2721817000.0,2183681000,288407000.0,3165598000,4836030000,178542000.0,3610578000,565057000,397225000,261285000,KPMG,56490.0,74.0,-27122000,2.5,4.0,3.5,4.0,3.0,32.4
